record_id,ledger_scope,scientific_use,included_in_scientific_results,status,fold,seed,method_id,family,mode,best_calibration_BA,reason,execution_server_artifact,outer_test_used,best_epoch,best_calibration_macro_f1,best_calibration_CE,epochs_executed,parameter_count,checkpoint,elapsed_seconds,train_rows,calibration_rows,outcome_loader_constructed_during_training,event_id,phase
FULL_SCIENCE|fold=0|seed=1|method=A1_SUBJECT_GRL_EEGNET_L0050,FULL_SCIENCE,PRIMARY_FULL_EXPERIMENT,True,COMPLETE,0,1,A1_SUBJECT_GRL_EEGNET_L0050,A,full,0.6966666666666667,,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-0\seed-1\A1_SUBJECT_GRL_EEGNET_L0050.pt,False,20.0,0.6966666666666667,0.6036439688711298,20.0,40142.0,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-0\seed-1\A1_SUBJECT_GRL_EEGNET_L0050.pt,32.27797603607178,5600.0,600.0,False,,
FULL_SCIENCE|fold=0|seed=1|method=A1_SUBJECT_GRL_EEGNET_L0100,FULL_SCIENCE,PRIMARY_FULL_EXPERIMENT,True,COMPLETE,0,1,A1_SUBJECT_GRL_EEGNET_L0100,A,full,0.6666666666666667,,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-0\seed-1\A1_SUBJECT_GRL_EEGNET_L0100.pt,False,18.0,0.6662179151970984,0.6156042405951397,20.0,40142.0,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-0\seed-1\A1_SUBJECT_GRL_EEGNET_L0100.pt,32.34126424789429,5600.0,600.0,False,,
FULL_SCIENCE|fold=0|seed=1|method=A1_SUBJECT_GRL_EEGNET_L0300,FULL_SCIENCE,PRIMARY_FULL_EXPERIMENT,True,COMPLETE,0,1,A1_SUBJECT_GRL_EEGNET_L0300,A,full,0.6883333333333334,,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-0\seed-1\A1_SUBJECT_GRL_EEGNET_L0300.pt,False,10.0,0.688138419845737,0.6172541189234342,15.0,40142.0,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-0\seed-1\A1_SUBJECT_GRL_EEGNET_L0300.pt,24.409459590911865,5600.0,600.0,False,,
FULL_SCIENCE|fold=0|seed=1|method=A1_SUBJECT_GRL_EEGNET_L1000,FULL_SCIENCE,PRIMARY_FULL_EXPERIMENT,True,COMPLETE,0,1,A1_SUBJECT_GRL_EEGNET_L1000,A,full,0.6183333333333333,,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-0\seed-1\A1_SUBJECT_GRL_EEGNET_L1000.pt,False,7.0,0.6174396298018426,0.6363015702174702,12.0,40142.0,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-0\seed-1\A1_SUBJECT_GRL_EEGNET_L1000.pt,19.43714189529419,5600.0,600.0,False,,
FULL_SCIENCE|fold=0|seed=1|method=B0_EEG_DG_TASK_ONLY,FULL_SCIENCE,PRIMARY_FULL_EXPERIMENT,True,COMPLETE,0,1,B0_EEG_DG_TASK_ONLY,B,full,0.7533333333333333,,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-0\seed-1\B0_EEG_DG_TASK_ONLY.pt,False,24.0,0.7533333333333333,0.6844171533790501,30.0,380446.0,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-0\seed-1\B0_EEG_DG_TASK_ONLY.pt,127.70519256591795,5600.0,600.0,False,,
FULL_SCIENCE|fold=0|seed=1|method=B1_EEG_DG_FULL,FULL_SCIENCE,PRIMARY_FULL_EXPERIMENT,True,COMPLETE,0,1,B1_EEG_DG_FULL,B,full,0.7083333333333334,,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-0\seed-1\B1_EEG_DG_FULL.pt,False,8.0,0.707650372119312,0.61125686018898,15.0,380446.0,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-0\seed-1\B1_EEG_DG_FULL.pt,67.53384375572205,5600.0,600.0,False,,
FULL_SCIENCE|fold=0|seed=1|method=C0_SCLDGN_TASK_ONLY,FULL_SCIENCE,PRIMARY_FULL_EXPERIMENT,True,COMPLETE,0,1,C0_SCLDGN_TASK_ONLY,C,full,0.7333333333333334,,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-0\seed-1\C0_SCLDGN_TASK_ONLY.pt,False,9.0,0.7331435687600071,0.6331902013315563,14.0,79349.0,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-0\seed-1\C0_SCLDGN_TASK_ONLY.pt,23.15782165527344,5600.0,600.0,False,,
FULL_SCIENCE|fold=0|seed=1|method=C1_SCLDGN_FULL,FULL_SCIENCE,PRIMARY_FULL_EXPERIMENT,True,COMPLETE,0,1,C1_SCLDGN_FULL,C,full,0.7733333333333333,,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-0\seed-1\C1_SCLDGN_FULL.pt,False,9.0,0.771043771043771,0.5306194307422465,14.0,79349.0,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-0\seed-1\C1_SCLDGN_FULL.pt,53.90071725845337,5600.0,600.0,False,,
FULL_SCIENCE|fold=1|seed=0|method=A0_TASK_ONLY_EEGNET,FULL_SCIENCE,PRIMARY_FULL_EXPERIMENT,True,COMPLETE,1,0,A0_TASK_ONLY_EEGNET,A,full,0.7133333333333334,,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-1\seed-0\A0_TASK_ONLY_EEGNET.pt,False,20.0,0.7132536815782161,0.5465400189385101,20.0,40142.0,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-1\seed-0\A0_TASK_ONLY_EEGNET.pt,32.13809275627136,5600.0,600.0,False,,
FULL_SCIENCE|fold=1|seed=0|method=A1_SUBJECT_GRL_EEGNET_L0050,FULL_SCIENCE,PRIMARY_FULL_EXPERIMENT,True,COMPLETE,1,0,A1_SUBJECT_GRL_EEGNET_L0050,A,full,0.71,,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-1\seed-0\A1_SUBJECT_GRL_EEGNET_L0050.pt,False,20.0,0.7089522280208752,0.5663277964750019,20.0,40142.0,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-1\seed-0\A1_SUBJECT_GRL_EEGNET_L0050.pt,32.246564626693726,5600.0,600.0,False,,
FULL_SCIENCE|fold=1|seed=0|method=A1_SUBJECT_GRL_EEGNET_L0100,FULL_SCIENCE,PRIMARY_FULL_EXPERIMENT,True,COMPLETE,1,0,A1_SUBJECT_GRL_EEGNET_L0100,A,full,0.6916666666666667,,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-1\seed-0\A1_SUBJECT_GRL_EEGNET_L0100.pt,False,20.0,0.6906138945021254,0.5900815247404853,20.0,40142.0,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-1\seed-0\A1_SUBJECT_GRL_EEGNET_L0100.pt,32.34510087966919,5600.0,600.0,False,,
FULL_SCIENCE|fold=1|seed=0|method=A1_SUBJECT_GRL_EEGNET_L0300,FULL_SCIENCE,PRIMARY_FULL_EXPERIMENT,True,COMPLETE,1,0,A1_SUBJECT_GRL_EEGNET_L0300,A,full,0.7183333333333333,,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-1\seed-0\A1_SUBJECT_GRL_EEGNET_L0300.pt,False,20.0,0.7179878684722119,0.5694260368146165,20.0,40142.0,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-1\seed-0\A1_SUBJECT_GRL_EEGNET_L0300.pt,32.36132311820984,5600.0,600.0,False,,
FULL_SCIENCE|fold=1|seed=0|method=A1_SUBJECT_GRL_EEGNET_L1000,FULL_SCIENCE,PRIMARY_FULL_EXPERIMENT,True,COMPLETE,1,0,A1_SUBJECT_GRL_EEGNET_L1000,A,full,0.7333333333333334,,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-1\seed-0\A1_SUBJECT_GRL_EEGNET_L1000.pt,False,19.0,0.7333303703374482,0.53922030535349,20.0,40142.0,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-1\seed-0\A1_SUBJECT_GRL_EEGNET_L1000.pt,32.1571729183197,5600.0,600.0,False,,
FULL_SCIENCE|fold=1|seed=0|method=B0_EEG_DG_TASK_ONLY,FULL_SCIENCE,PRIMARY_FULL_EXPERIMENT,True,COMPLETE,1,0,B0_EEG_DG_TASK_ONLY,B,full,0.7733333333333333,,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-1\seed-0\B0_EEG_DG_TASK_ONLY.pt,False,20.0,0.7729700854700854,0.5390227236741229,27.0,380446.0,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-1\seed-0\B0_EEG_DG_TASK_ONLY.pt,114.88777136802672,5600.0,600.0,False,,
FULL_SCIENCE|fold=1|seed=0|method=B1_EEG_DG_FULL,FULL_SCIENCE,PRIMARY_FULL_EXPERIMENT,True,COMPLETE,1,0,B1_EEG_DG_FULL,B,full,0.6333333333333333,,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-1\seed-0\B1_EEG_DG_FULL.pt,False,28.0,0.6327457264957266,0.7739373020484261,30.0,380446.0,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-1\seed-0\B1_EEG_DG_FULL.pt,135.02411341667175,5600.0,600.0,False,,
FULL_SCIENCE|fold=1|seed=0|method=C0_SCLDGN_TASK_ONLY,FULL_SCIENCE,PRIMARY_FULL_EXPERIMENT,True,COMPLETE,1,0,C0_SCLDGN_TASK_ONLY,C,full,0.7733333333333333,,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-1\seed-0\C0_SCLDGN_TASK_ONLY.pt,False,15.0,0.771993159794794,0.549685084178122,20.0,79349.0,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-1\seed-0\C0_SCLDGN_TASK_ONLY.pt,32.90607476234436,5600.0,600.0,False,,
FULL_SCIENCE|fold=1|seed=0|method=C1_SCLDGN_FULL,FULL_SCIENCE,PRIMARY_FULL_EXPERIMENT,True,COMPLETE,1,0,C1_SCLDGN_FULL,C,full,0.7566666666666666,,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-1\seed-0\C1_SCLDGN_FULL.pt,False,8.0,0.7564474693891169,0.5274693234527599,13.0,79349.0,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-1\seed-0\C1_SCLDGN_FULL.pt,50.99751663208008,5600.0,600.0,False,,
FULL_SCIENCE|fold=1|seed=1|method=A0_TASK_ONLY_EEGNET,FULL_SCIENCE,PRIMARY_FULL_EXPERIMENT,True,COMPLETE,1,1,A0_TASK_ONLY_EEGNET,A,full,0.73,,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-1\seed-1\A0_TASK_ONLY_EEGNET.pt,False,20.0,0.7299519914651492,0.5810115333971033,20.0,40142.0,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-1\seed-1\A0_TASK_ONLY_EEGNET.pt,31.908121347427368,5600.0,600.0,False,,
FULL_SCIENCE|fold=1|seed=1|method=A1_SUBJECT_GRL_EEGNET_L0050,FULL_SCIENCE,PRIMARY_FULL_EXPERIMENT,True,COMPLETE,1,1,A1_SUBJECT_GRL_EEGNET_L0050,A,full,0.7083333333333333,,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-1\seed-1\A1_SUBJECT_GRL_EEGNET_L0050.pt,False,17.0,0.7082352679650661,0.6158109074431088,20.0,40142.0,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-1\seed-1\A1_SUBJECT_GRL_EEGNET_L0050.pt,32.429755449295044,5600.0,600.0,False,,
FULL_SCIENCE|fold=1|seed=1|method=A1_SUBJECT_GRL_EEGNET_L0100,FULL_SCIENCE,PRIMARY_FULL_EXPERIMENT,True,COMPLETE,1,1,A1_SUBJECT_GRL_EEGNET_L0100,A,full,0.7133333333333334,,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-1\seed-1\A1_SUBJECT_GRL_EEGNET_L0100.pt,False,20.0,0.713075100924165,0.5655246125457271,20.0,40142.0,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-1\seed-1\A1_SUBJECT_GRL_EEGNET_L0100.pt,32.31293439865112,5600.0,600.0,False,,
FULL_SCIENCE|fold=1|seed=1|method=A1_SUBJECT_GRL_EEGNET_L0300,FULL_SCIENCE,PRIMARY_FULL_EXPERIMENT,True,COMPLETE,1,1,A1_SUBJECT_GRL_EEGNET_L0300,A,full,0.7416666666666667,,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-1\seed-1\A1_SUBJECT_GRL_EEGNET_L0300.pt,False,20.0,0.7416602081718711,0.5431347037154012,20.0,40142.0,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-1\seed-1\A1_SUBJECT_GRL_EEGNET_L0300.pt,32.60691213607788,5600.0,600.0,False,,
FULL_SCIENCE|fold=1|seed=1|method=A1_SUBJECT_GRL_EEGNET_L1000,FULL_SCIENCE,PRIMARY_FULL_EXPERIMENT,True,COMPLETE,1,1,A1_SUBJECT_GRL_EEGNET_L1000,A,full,0.6916666666666667,,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-1\seed-1\A1_SUBJECT_GRL_EEGNET_L1000.pt,False,19.0,0.6913571664919544,0.5973048038130443,20.0,40142.0,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-1\seed-1\A1_SUBJECT_GRL_EEGNET_L1000.pt,32.30756711959839,5600.0,600.0,False,,
FULL_SCIENCE|fold=1|seed=1|method=B0_EEG_DG_TASK_ONLY,FULL_SCIENCE,PRIMARY_FULL_EXPERIMENT,True,COMPLETE,1,1,B0_EEG_DG_TASK_ONLY,B,full,0.7949999999999999,,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-1\seed-1\B0_EEG_DG_TASK_ONLY.pt,False,14.0,0.7941302000954031,0.4655879593227571,21.0,380446.0,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-1\seed-1\B0_EEG_DG_TASK_ONLY.pt,89.41240787506104,5600.0,600.0,False,,
FULL_SCIENCE|fold=1|seed=1|method=B1_EEG_DG_FULL,FULL_SCIENCE,PRIMARY_FULL_EXPERIMENT,True,COMPLETE,1,1,B1_EEG_DG_FULL,B,full,0.6516666666666666,,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-1\seed-1\B1_EEG_DG_FULL.pt,False,28.0,0.649131642785794,0.6672882008260237,30.0,380446.0,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-1\seed-1\B1_EEG_DG_FULL.pt,135.01979088783264,5600.0,600.0,False,,
FULL_SCIENCE|fold=1|seed=1|method=C0_SCLDGN_TASK_ONLY,FULL_SCIENCE,PRIMARY_FULL_EXPERIMENT,True,COMPLETE,1,1,C0_SCLDGN_TASK_ONLY,C,full,0.7683333333333333,,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-1\seed-1\C0_SCLDGN_TASK_ONLY.pt,False,11.0,0.7676304153397361,0.5613860317970899,16.0,79349.0,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1\outputs\checkpoints\fold-1\seed-1\C0_SCLDGN_TASK_ONLY.pt,26.34032368659973,5600.0,600.0,False,,
